player,date,team,opponent,points,assists,rebounds,fantasy_points,minutes,trend_phase,games_in_trend,dip_type,fantasy_points_roll_3,fantasy_points_pct_drop,cycle_performance_score,days_in_cycle,percent_drop_from_avg
Katie Lou Samuelson,2024-06-19,IND,WAS,0,3,3,6.0,12.75,Stable,1,none,14.333333333333334,-0.4333333333333334,-0.325,8,-43.3
Kayla McBride,2024-06-19,MIN,ATL,8,1,4,15.0,26.266666666666666,Trough,1,unknown,20.0,0.23454367026496564,0.014229636898920529,8,23.5
Brionna Jones,2024-06-18,CON,LAS,13,3,3,21.0,24.616666666666667,Stable,2,none,24.0,0.010309278350515464,0.15463917525773196,7,1.0
Alyssa Thomas,2024-06-18,CON,LAS,11,7,7,31.0,28.866666666666667,Stable,2,none,35.0,-0.13177041228779302,0.03476151980598219,7,-13.2
Ivana Dojkić,2024-06-18,NYL,PHO,3,0,2,6.0,6.816666666666666,Recovery,2,none,5.666666666666667,0.10707070707070697,0.0,0,10.7
Kennedy Burke,2024-06-18,NYL,PHO,0,1,1,6.0,7.766666666666667,Stable,1,none,8.333333333333334,-0.03148751357220414,0.32030401737242115,7,-3.1
Diana Taurasi,2024-06-18,PHO,NYL,19,5,9,39.0,30.6,Stable,1,none,32.666666666666664,-0.2418162618796197,0.17845828933474123,7,-24.2
Dearica Hamby,2024-06-18,LAS,CON,8,3,5,16.0,30.33333333333333,Trough,1,cycle,26.0,0.2463768115942029,-0.15942028985507245,6,24.6
Veronica Burton,2024-06-18,CON,LAS,0,0,0,0.0,3.216666666666667,Trough,1,cycle,2.6666666666666665,0.6732542819499342,-0.30566534914361004,10,67.3
Sug Sutton,2024-06-18,PHO,NYL,3,2,1,11.0,11.633333333333333,Peak,3,none,12.0,-0.7313432835820894,1.236318407960199,7,-73.1
Astou Ndour-Fall,2024-06-18,CON,LAS,0,0,1,1.0,3.216666666666667,Stable,1,none,2.6666666666666665,-0.047619047619047575,0.0,0,-4.8
Cameron Brink,2024-06-18,LAS,CON,0,0,0,0.0,3.6166666666666663,Trough,1,unknown,13.333333333333334,0.3939393939393939,0.0,0,39.4
Rebecca Allen,2024-06-18,PHO,NYL,17,1,7,30.0,33.016666666666666,Ascending,1,none,18.666666666666668,-0.09446254071661235,0.0,0,-9.4
Natasha Mack,2024-06-18,PHO,NYL,0,1,0,1.0,8.733333333333333,Trough,3,unknown,6.0,0.5588235294117647,0.02941176470588238,7,55.9
Tyasha Harris,2024-06-18,CON,LAS,14,2,0,20.0,31.03333333333333,Ascending,1,none,22.333333333333332,-0.14304461942257202,-0.14698162729658792,7,-14.3
Leonie Fiebich,2024-06-18,NYL,PHO,2,1,1,10.0,20.366666666666667,Stable,2,none,15.666666666666666,-0.039248203427307914,0.1719181868435601,7,-3.9
Rae Burrell,2024-06-18,LAS,CON,0,0,0,0.0,6.666666666666667,Trough,3,cycle,2.0,0.8294930875576036,0.13671274961597546,6,82.9
Tiffany Mitchell,2024-06-18,CON,LAS,6,0,4,10.0,19.766666666666666,Stable,3,none,8.333333333333334,0.019607843137254832,0.0,0,2.0
Layshia Clarendon,2024-06-18,LAS,CON,2,2,2,8.0,10.566666666666666,Stable,1,none,5.333333333333333,0.4954954954954955,0.0,0,49.5
DeWanna Bonner,2024-06-18,CON,LAS,16,1,7,33.0,30.58333333333333,Stable,4,none,29.0,-0.03111111111111111,-0.24148148148148152,7,-3.1
DiJonai Carrington,2024-06-18,CON,LAS,12,2,5,25.0,28.433333333333334,Trough,1,cycle,20.0,0.1657754010695187,0.12620320855614972,7,16.6
Breanna Stewart,2024-06-18,NYL,PHO,28,5,4,53.0,35.95,Stable,1,none,39.0,0.014627659574468141,0.12433510638297866,7,1.5
Jonquel Jones,2024-06-18,NYL,PHO,17,7,6,39.0,36.28333333333333,Stable,1,none,44.333333333333336,-0.38541666666666674,0.0,7,-38.5
Natasha Cloud,2024-06-18,PHO,NYL,11,4,4,22.0,32.75,Trough,2,cycle,19.666666666666668,0.2902817347261791,0.14276669832225397,7,29.0
Kayla Thornton,2024-06-18,NYL,PHO,12,0,7,23.0,22.166666666666668,Ascending,1,none,13.0,-0.10169491525423723,0.21468926553672313,7,-10.2
Sabrina Ionescu,2024-06-18,NYL,PHO,19,8,7,44.0,36.38333333333333,Ascending,2,none,38.666666666666664,-0.1267893660531696,0.2530674846625766,7,-12.7
Lexie Brown,2024-06-18,LAS,CON,8,2,2,14.0,20.133333333333333,Trough,1,unknown,14.0,0.19424460431654678,0.0,0,19.4
Betnijah Laney-Hamilton,2024-06-18,NYL,PHO,12,5,9,30.0,34.266666666666666,Peak,2,none,27.666666666666668,-0.1973209685729006,0.10355486862442037,7,-19.7
Aari McDonald,2024-06-18,LAS,CON,14,7,4,28.0,27.9,Peak,4,none,27.666666666666668,-0.5603759942154738,0.0,0,-56.0
Zia Cooke,2024-06-18,LAS,CON,2,0,0,2.0,3.533333333333333,Trough,2,cycle,1.0,0.8323699421965318,-0.44123314065510594,6,83.2
Li Yueru,2024-06-18,LAS,CON,11,3,2,21.0,26.383333333333333,Stable,1,none,14.0,-0.3266832917705736,-0.17871986699916878,6,-32.7
Brittney Griner,2024-06-18,PHO,NYL,19,2,4,29.0,31.266666666666666,Stable,1,none,38.0,-0.2218649517684887,-0.0032154340836013317,11,-22.2
Kia Nurse,2024-06-18,LAS,CON,6,0,0,10.0,19.866666666666667,Recovery,1,none,10.0,0.22027290448343076,-0.31773879142300193,6,22.0
Rachel Banham,2024-06-18,CON,LAS,7,2,0,12.0,18.2,Peak,1,none,14.666666666666666,-0.36691855583543237,-0.30100755667506296,7,-36.7
Sophie Cunningham,2024-06-18,PHO,NYL,13,2,4,26.0,20.85,Stable,1,none,17.666666666666668,0.04504504504504498,0.1531531531531531,7,4.5
Stephanie Talbot,2024-06-18,LAS,CON,9,0,4,19.0,25.916666666666668,Stable,1,none,10.666666666666666,-0.004240882103477522,-0.3095843935538592,6,-0.4
Olivia Nelson-Ododa,2024-06-18,CON,LAS,0,1,0,1.0,12.066666666666666,Stable,1,none,8.0,0.0,-0.125,7,0.0
Rickea Jackson,2024-06-18,LAS,CON,10,2,7,21.0,25.08333333333333,Peak,1,none,26.333333333333332,-0.20518688024408835,-0.01601830663615567,6,-20.5
Kahleah Copper,2024-06-18,PHO,NYL,17,7,2,31.0,31.15,Stable,3,none,35.333333333333336,-0.12025135675521288,0.2576406740931162,7,-12.0
Courtney Williams,2024-06-17,MIN,DAL,6,4,3,19.0,26.016666666666666,Peak,2,none,32.333333333333336,-0.3210759278175009,-0.22369765066394284,6,-32.1
Cecilia Zandalasini,2024-06-17,MIN,DAL,7,0,1,9.0,12.95,Recovery,1,none,5.0,0.43019943019943024,0.0256410256410256,6,43.0
Sika Koné,2024-06-17,MIN,DAL,2,0,0,2.0,3.583333333333333,Recovery,3,none,3.3333333333333335,0.5360824742268041,0.0,0,53.6
Monique Billings,2024-06-17,DAL,MIN,15,9,10,36.0,36.53333333333333,Peak,1,none,24.333333333333332,-0.4178477690288714,1.0976377952755907,2,-41.8
Jacy Sheldon,2024-06-17,DAL,MIN,8,3,2,19.0,26.48333333333333,Ascending,1,none,13.666666666666666,-0.09772423025435076,0.5261044176706828,5,-9.8
Lou Lopez Sénéchal,2024-06-17,DAL,MIN,7,2,0,10.0,14.233333333333333,Peak,3,none,7.333333333333333,-2.5999999999999996,0.0,0,-260.0
Teaira McCowan,2024-06-17,DAL,MIN,8,0,4,12.0,27.58333333333333,Stable,1,none,27.666666666666668,-0.11237113402061859,-0.5175257731958763,5,-11.2
Natisha Hiedeman,2024-06-17,MIN,DAL,17,5,0,24.0,23.3,Peak,1,none,14.0,-0.24444444444444444,1.1333333333333333,6,-24.4
Napheesa Collier,2024-06-17,MIN,DAL,16,3,7,34.0,36.41666666666666,Stable,1,none,41.333333333333336,-0.006685768863419269,-0.17191977077363904,6,-0.7
Maddy Siegrist,2024-06-17,DAL,MIN,17,2,7,31.0,40.0,Peak,1,none,23.0,-0.471563981042654,0.0,0,-47.2
Sevgi Uzun,2024-06-17,DAL,MIN,17,6,2,34.0,31.48333333333333,Peak,1,none,17.0,-0.43157894736842106,1.8631578947368421,5,-43.2
Kayla McBride,2024-06-17,MIN,DAL,19,7,4,35.0,35.333333333333336,Stable,2,none,26.333333333333332,-0.007850834151128529,0.33954857703631014,6,-0.8
Alanna Smith,2024-06-17,MIN,DAL,12,3,9,36.0,37.8,Peak,3,none,33.0,-0.2805970149253731,0.39701492537313426,6,-28.1
Stephanie Soares,2024-06-17,DAL,MIN,0,0,2,2.0,11.266666666666667,Recovery,2,none,2.6666666666666665,0.43042071197411,0.0,0,43.0
Dorka Juhász,2024-06-17,MIN,DAL,11,2,4,22.0,24.6,Peak,1,none,14.333333333333334,-0.2368866328257192,0.8984771573604061,23,-23.7
Kalani Brown,2024-06-17,DAL,MIN,6,2,7,15.0,12.416666666666666,Peak,1,none,13.666666666666666,-0.20861678004535134,0.3265306122448979,5,-20.9
Rickea Jackson,2024-06-16,LAS,ATL,16,2,3,24.0,34.06666666666667,Descending,1,cycle,20.666666666666668,0.05415713196033563,0.39588100686498845,4,5.4
Katie Lou Samuelson,2024-06-16,IND,CHI,9,1,2,19.0,14.533333333333331,Peak,2,none,16.0,-0.6,0.4,5,-60.0
Michaela Onyenwere,2024-06-16,CHI,IND,0,0,0,0.0,0.85,Trough,1,cycle,4.333333333333333,0.638888888888889,-0.3333333333333333,4,63.9
Kahleah Copper,2024-06-16,PHO,SEA,30,2,6,43.0,32.53333333333333,Stable,2,none,37.333333333333336,-0.18366181091116832,0.09383033419023137,5,-18.4
Dearica Hamby,2024-06-16,LAS,ATL,10,4,8,24.0,33.88333333333333,Descending,1,cycle,32.0,0.07246376811594203,-0.3333333333333333,4,7.2
Kristy Wallace,2024-06-16,IND,CHI,0,5,2,7.0,18.866666666666667,Stable,1,none,11.0,-0.017793594306049758,0.0,0,-1.8
Rhyne Howard,2024-06-16,ATL,LAS,16,5,3,29.0,35.2,Descending,1,cycle,30.0,0.07216494845360831,0.23711340206185558,4,7.2
Nia Coffey,2024-06-16,ATL,LAS,0,1,0,1.0,10.216666666666669,Peak,2,none,12.0,-0.3150684931506849,-0.15981735159817348,4,-31.5
Kelsey Mitchell,2024-06-16,IND,CHI,17,2,4,26.0,31.766666666666666,Descending,1,unknown,24.666666666666668,0.11430281268701377,0.08916816277678027,5,11.4
Tina Charles,2024-06-16,ATL,LAS,20,2,11,35.0,28.366666666666667,Trough,2,unknown,22.333333333333332,0.2536418166238218,-0.07540702656383887,4,25.4
Caitlin Clark,2024-06-16,IND,CHI,23,9,8,47.0,36.86666666666667,Trough,1,unknown,28.333333333333332,0.29824561403508776,0.04024767801857585,5,29.8
Isabelle Harrison,2024-06-16,CHI,IND,6,0,2,8.0,12.733333333333333,Descending,1,cycle,11.666666666666666,0.1044776119402986,0.76545842217484,19,10.4
Lexie Brown,2024-06-16,LAS,ATL,4,2,1,7.0,20.183333333333334,Descending,1,unknown,16.333333333333332,0.05995203836930463,0.0,0,6.0
Sophie Cunningham,2024-06-16,PHO,SEA,0,5,2,9.0,24.516666666666666,Trough,1,cycle,14.333333333333334,0.2252252252252252,-0.32432432432432434,5,22.5
Kamilla Cardoso,2024-06-16,CHI,IND,10,2,10,24.0,35.13333333333333,Stable,1,none,22.333333333333332,0.04328424810352526,0.1566265060240964,15,4.3
Diana Taurasi,2024-06-16,PHO,SEA,13,4,8,29.0,34.333333333333336,Peak,2,none,33.0,-0.2544878563885955,-0.08764519535374873,5,-25.4
Stephanie Talbot,2024-06-16,LAS,ATL,2,1,4,9.0,9.166666666666666,Recovery,1,none,5.333333333333333,0.49787955894826125,-0.43511450381679384,4,49.8
Victoria Vivians,2024-06-16,SEA,PHO,3,0,0,4.0,6.75,Stable,1,none,8.666666666666666,-0.1234567901234567,0.33950617283950624,5,-12.3
Sami Whitcomb,2024-06-16,SEA,PHO,3,1,4,9.0,12.633333333333333,Peak,1,none,13.666666666666666,-0.1807055435565155,0.38228941684665235,5,-18.1
Jordan Horston,2024-06-16,SEA,PHO,12,1,4,32.0,33.25,Ascending,1,none,19.666666666666668,-0.14820359281437137,0.5763473053892216,5,-14.8
Chennedy Carter,2024-06-16,CHI,IND,18,4,1,25.0,27.716666666666665,Recovery,1,none,23.666666666666668,0.12148481439820012,0.18785151856018006,4,12.1
Kia Nurse,2024-06-16,LAS,ATL,5,0,2,8.0,19.816666666666663,Trough,1,cycle,6.666666666666667,0.4801819363222872,-0.14230019493177384,4,48.0
Aari McDonald,2024-06-16,LAS,ATL,14,5,1,26.0,30.78333333333333,Peak,3,none,26.333333333333332,-0.485177151120752,0.0,0,-48.5
Natasha Cloud,2024-06-16,PHO,SEA,3,8,5,16.0,30.516666666666666,Trough,1,cycle,20.666666666666668,0.25419436530547634,-0.2602089268755935,5,25.4
Cheyenne Parker-Tyus,2024-06-16,ATL,LAS,4,1,6,13.0,14.783333333333331,Stable,1,none,17.666666666666668,0.022861356932153236,0.0,0,2.3
Brittney Griner,2024-06-16,PHO,SEA,28,1,9,45.0,30.75,Peak,1,none,42.333333333333336,-0.3612004287245445,0.18971061093247582,9,-36.1
Li Yueru,2024-06-16,LAS,ATL,5,1,7,15.0,13.783333333333331,Peak,1,none,17.0,-0.6109725685785536,0.4214463840399003,4,-61.1
Angel Reese,2024-06-16,CHI,IND,11,5,13,35.0,31.28333333333333,Stable,2,none,32.666666666666664,-0.015234613040828597,0.08775137111517357,4,-1.5
NaLyssa Smith,2024-06-16,IND,CHI,15,2,7,28.0,28.133333333333333,Recovery,1,none,18.666666666666668,0.1703703703703703,-0.15555555555555556,5,17.0
Lorela Cubaj,2024-06-16,ATL,LAS,0,1,1,2.0,3.2333333333333334,Trough,1,cycle,2.3333333333333335,0.4114114114114114,-0.3273273273273274,21,41.1
Aerial Powers,2024-06-16,ATL,LAS,13,3,6,26.0,21.883333333333333,Peak,1,none,19.0,-0.1535714285714287,0.0,0,-15.4
Dana Evans,2024-06-16,CHI,IND,12,3,1,21.0,21.23333333333333,Stable,1,none,18.666666666666668,-0.4026974951830443,0.5780346820809248,4,-40.3
Jewell Loyd,2024-06-16,SEA,PHO,14,4,3,21.0,36.75,Descending,1,cycle,31.0,0.05128205128205133,-0.22470361180038606,5,5.1
Cameron Brink,2024-06-16,LAS,ATL,16,2,7,31.0,24.016666666666666,Stable,1,none,20.666666666666668,0.06060606060606055,0.0,0,6.1
Aliyah Boston,2024-06-16,IND,CHI,19,4,14,47.0,37.333333333333336,Peak,1,none,42.0,-0.38157894736842113,0.5570175438596493,5,-38.2
Ezi Magbegor,2024-06-16,SEA,PHO,14,4,8,32.0,34.78333333333333,Ascending,1,none,32.666666666666664,-0.1402515723270439,0.17515723270440242,5,-14.0
Rae Burrell,2024-06-16,LAS,ATL,2,0,0,4.0,5.083333333333333,Trough,2,cycle,6.666666666666667,0.43164362519201227,-0.6163594470046083,4,43.2
Skylar Diggins,2024-06-16,SEA,PHO,14,8,6,34.0,30.616666666666667,Ascending,1,none,33.666666666666664,-0.10928061504667752,-0.14332784184514008,5,-10.9
Lexie Hull,2024-06-16,IND,CHI,6,0,1,8.0,21.133333333333333,Stable,1,none,11.666666666666666,0.020576131687242875,0.091358024691358,3,2.1
Nneka Ogwumike,2024-06-16,SEA,PHO,15,0,11,30.0,38.38333333333333,Stable,6,none,33.333333333333336,-0.03380832634814205,0.03897736797988269,5,-3.4
Crystal Dangerfield,2024-06-16,ATL,LAS,0,0,0,0.0,4.516666666666667,Trough,1,cycle,5.666666666666667,0.2608695652173913,-0.41304347826086957,4,26.1
Haley Jones,2024-06-16,ATL,LAS,3,4,3,12.0,25.9,Ascending,2,none,11.0,-0.1488250652741515,-0.0948651000870322,4,-14.9
Allisha Gray,2024-06-16,ATL,LAS,25,2,3,39.0,33.583333333333336,Stable,1,none,27.333333333333332,0.019431988041853556,0.08819133034379667,4,1.9
Lindsay Allen,2024-06-16,CHI,IND,2,2,2,10.0,26.95,Trough,3,cycle,10.333333333333334,0.30297920179876325,-0.35919055649241144,4,30.3
Erica Wheeler,2024-06-16,IND,CHI,2,0,0,2.0,11.366666666666667,Stable,2,none,10.333333333333334,-0.2554517133956388,-0.838006230529595,5,-25.5
Diamond DeShields,2024-06-16,CHI,IND,2,0,0,2.0,7.116666666666666,Trough,1,cycle,7.333333333333333,0.2098765432098766,-0.2996632996632997,4,21.0
Layshia Clarendon,2024-06-16,LAS,ATL,0,1,0,1.0,9.216666666666669,Trough,1,unknown,5.333333333333333,0.4954954954954955,0.0,0,49.5
Marina Mabrey,2024-06-16,CHI,IND,22,4,3,35.0,36.98333333333333,Stable,1,none,27.0,0.047619047619047665,0.00529100529100524,4,4.8
Sug Sutton,2024-06-16,PHO,SEA,0,3,2,5.0,12.4,Peak,2,none,10.0,-0.4427860696517412,-0.27860696517412936,5,-44.3
Natasha Mack,2024-06-16,PHO,SEA,6,0,3,11.0,9.25,Trough,2,cycle,8.666666666666666,0.36274509803921573,-0.338235294117647,5,36.3
Rebecca Allen,2024-06-16,PHO,SEA,7,1,2,17.0,25.7,Trough,2,unknown,13.333333333333334,0.21824104234527691,0.0,0,21.8
Joyner Holmes,2024-06-16,SEA,PHO,3,0,0,5.0,6.833333333333333,Recovery,1,none,3.6666666666666665,0.45901639344262296,0.0,0,45.9
Naz Hillmon,2024-06-16,ATL,LAS,6,3,5,14.0,22.316666666666663,Trough,1,cycle,9.0,0.34900542495479203,-0.10789632308619641,4,34.9
Kalani Brown,2024-06-15,DAL,CON,5,3,2,12.0,13.816666666666666,Ascending,2,none,13.0,-0.14965986394557818,0.8276643990929705,3,-15.0
Kayla Thornton,2024-06-15,NYL,LVA,3,0,2,6.0,17.9,Trough,1,cycle,9.0,0.23728813559322037,-0.6892655367231639,4,23.7
Sevgi Uzun,2024-06-15,DAL,CON,2,1,0,3.0,17.4,Stable,1,none,12.0,-0.010526315789473684,-0.2140350877192982,3,-1.1
Alyssa Thomas,2024-06-15,CON,DAL,13,9,9,31.0,29.2,Stable,1,none,36.666666666666664,-0.1856642414443545,0.0024252223120452476,4,-18.6
Jacy Sheldon,2024-06-15,DAL,CON,7,4,2,15.0,22.6,Stable,1,none,12.0,0.036144578313252955,0.12449799196787155,3,3.6
Sydney Colson,2024-06-15,LVA,NYL,5,1,0,7.0,13.35,Peak,2,none,10.333333333333334,-0.8409961685823755,-0.3764367816091954,4,-84.1
Teaira McCowan,2024-06-15,DAL,CON,16,2,10,32.0,26.2,Peak,3,none,36.0,-0.4474226804123711,-0.11546391752577322,3,-44.7
Maddy Siegrist,2024-06-15,DAL,CON,16,0,3,19.0,39.016666666666666,Stable,3,none,18.0,-0.15165876777251183,0.0,0,-15.2
Tyasha Harris,2024-06-15,CON,DAL,10,4,1,17.0,25.98333333333333,Stable,1,none,21.0,-0.07480314960629912,-0.12992125984251976,4,-7.5
DiJonai Carrington,2024-06-15,CON,DAL,14,1,1,20.0,24.45,Stable,3,none,24.333333333333332,-0.014973262032085509,-0.1657754010695187,4,-1.5
Leonie Fiebich,2024-06-15,NYL,LVA,8,1,2,15.0,23.133333333333333,Stable,1,none,16.666666666666668,-0.10558319513543407,0.06135986733001663,4,-10.6
Astou Ndour-Fall,2024-06-15,CON,DAL,0,0,2,2.0,8.483333333333333,Peak,1,none,3.0,-0.1785714285714286,0.0,0,-17.9
A'ja Wilson,2024-06-15,LVA,NYL,21,3,9,35.0,35.766666666666666,Descending,1,cycle,45.0,0.10518053375196235,-0.2145473574045003,4,10.5
Jonquel Jones,2024-06-15,NYL,LVA,34,1,8,47.0,33.35,Peak,2,none,47.666666666666664,-0.48958333333333326,0.23958333333333326,4,-49.0
Betnijah Laney-Hamilton,2024-06-15,NYL,LVA,12,3,7,30.0,35.8,Peak,1,none,27.333333333333332,-0.18289541473467277,0.19010819165378667,4,-18.3
Olivia Nelson-Ododa,2024-06-15,CON,DAL,6,1,3,10.0,14.083333333333334,Peak,1,none,12.333333333333334,-0.5416666666666667,0.25,4,-54.2
Tiffany Hayes,2024-06-15,LVA,NYL,3,3,1,10.0,20.633333333333333,Trough,1,cycle,13.666666666666666,0.2156521739130436,-0.42608695652173917,10,21.6
Sabrina Ionescu,2024-06-15,NYL,LVA,15,12,3,34.0,34.3,Ascending,1,none,36.666666666666664,-0.06850715746421256,-0.018916155419223025,4,-6.9
Arike Ogunbowale,2024-06-15,DAL,CON,11,5,3,22.0,34.666666666666664,Stable,2,none,40.333333333333336,-0.015683675723437242,-0.12701568367572347,3,-1.6
Stephanie Soares,2024-06-15,DAL,CON,2,1,2,5.0,10.566666666666666,Recovery,1,none,2.3333333333333335,0.5016181229773462,0.0,0,50.2
Brionna Jones,2024-06-15,CON,DAL,12,1,8,27.0,28.25,Stable,1,none,24.0,0.010309278350515464,0.1134020618556701,4,1.0
Kennedy Burke,2024-06-15,NYL,LVA,0,1,2,5.0,8.8,Descending,1,cycle,7.0,0.1335504885993486,0.1140065146579804,4,13.4
Monique Billings,2024-06-15,DAL,CON,4,2,7,13.0,30.433333333333334,Stable,1,none,21.666666666666668,-0.26246719160105,-0.4464566929133858,0,-26.2
Marquesha Davis,2024-06-15,NYL,LVA,0,0,0,0.0,1.3,Trough,1,unknown,0.6666666666666666,0.7278911564625851,0.0,0,72.8
Kate Martin,2024-06-15,LVA,NYL,6,1,1,12.0,12.466666666666669,Stable,2,none,6.333333333333333,0.03437967115097161,0.9820627802690584,0,3.4
Ivana Dojkić,2024-06-15,NYL,LVA,4,1,1,7.0,7.566666666666666,Recovery,1,none,3.6666666666666665,0.4222222222222222,0.0,0,42.2
Kiah Stokes,2024-06-15,LVA,NYL,0,2,12,18.0,20.75,Peak,1,none,11.333333333333334,-0.15104166666666666,0.5234374999999999,4,-15.1
Veronica Burton,2024-06-15,CON,DAL,2,2,0,6.0,3.7,Recovery,2,none,3.6666666666666665,0.5507246376811595,-0.26482213438735186,7,55.1
Megan Gustafson,2024-06-15,LVA,NYL,0,0,1,1.0,1.3,Descending,2,cycle,6.333333333333333,0.1435349940688019,-0.12099644128113875,4,14.4
Tiffany Mitchell,2024-06-15,CON,DAL,4,0,3,7.0,19.683333333333334,Stable,2,none,9.0,-0.058823529411764705,0.0,0,-5.9
DeWanna Bonner,2024-06-15,CON,DAL,8,1,8,25.0,29.05,Stable,3,none,27.0,0.04,-0.1111111111111111,4,4.0
Jackie Young,2024-06-15,LVA,NYL,10,6,2,20.0,31.266666666666666,Stable,1,none,29.0,0.025431425976385143,0.125794732061762,4,2.5
Alysha Clark,2024-06-15,LVA,NYL,13,3,3,24.0,31.2,Peak,1,none,18.333333333333332,-0.24293785310734456,0.6949152542372882,4,-24.3
Kelsey Plum,2024-06-15,LVA,NYL,22,3,2,29.0,31.966666666666665,Descending,1,unknown,26.333333333333332,0.0903030303030303,0.05363636363636369,4,9.0
Breanna Stewart,2024-06-15,NYL,LVA,14,2,12,34.0,37.85,Trough,1,unknown,31.333333333333332,0.2083333333333334,0.023271276595744624,4,20.8
Lou Lopez Sénéchal,2024-06-15,DAL,CON,4,1,0,5.0,5.333333333333333,Peak,2,none,4.0,-0.9636363636363635,0.0,0,-96.4
Rachel Banham,2024-06-15,CON,DAL,16,2,3,25.0,17.133333333333333,Stable,1,none,11.0,-0.025188916876574298,1.3299748110831233,4,-2.5
Dana Evans,2024-06-14,CHI,WAS,14,2,1,21.0,20.8,Peak,1,none,18.666666666666668,-0.4026974951830443,0.5780346820809248,2,-40.3
Cecilia Zandalasini,2024-06-14,MIN,LAS,0,0,0,0.0,3.5166666666666666,Trough,2,cycle,3.0,0.6581196581196581,-0.28774928774928776,3,65.8
Natisha Hiedeman,2024-06-14,MIN,LAS,2,1,1,4.0,10.8,Trough,1,unknown,6.0,0.4666666666666667,0.06666666666666667,3,46.7
Diamond DeShields,2024-06-14,CHI,WAS,2,0,0,4.0,9.566666666666666,Stable,1,none,10.333333333333334,-0.11335578002244676,0.02356902356902357,2,-11.3
Cameron Brink,2024-06-14,LAS,MIN,0,1,4,9.0,17.783333333333335,Descending,1,unknown,19.0,0.13636363636363635,0.0,0,13.6
Rae Burrell,2024-06-14,LAS,MIN,1,0,1,2.0,5.133333333333334,Trough,1,cycle,8.666666666666666,0.26113671274961603,-0.19009216589861752,2,26.1
Lindsay Allen,2024-06-14,CHI,WAS,10,3,1,16.0,19.2,Trough,2,cycle,11.0,0.2580101180438448,0.1804384485666105,2,25.8
Marina Mabrey,2024-06-14,CHI,WAS,5,3,4,15.0,34.166666666666664,Trough,1,cycle,21.333333333333332,0.24750146972369202,-0.2063492063492064,2,24.8
Olivia Époupa,2024-06-14,MIN,LAS,2,1,1,4.0,7.583333333333333,Peak,1,none,7.666666666666667,-0.49808429118773967,0.0,0,-49.8
Dearica Hamby,2024-06-14,LAS,MIN,16,2,11,38.0,40.0,Stable,5,none,36.0,-0.043478260869565216,0.11594202898550725,2,-4.3
Isabelle Harrison,2024-06-14,CHI,WAS,7,0,3,14.0,18.133333333333333,Stable,1,none,14.333333333333334,-0.10021321961620466,-0.23240938166311306,17,-10.0
Angel Reese,2024-06-14,CHI,WAS,10,2,14,28.0,32.233333333333334,Stable,1,none,33.666666666666664,-0.04631322364411927,0.07221206581352824,2,-4.6
Alanna Smith,2024-06-14,MIN,LAS,12,3,7,30.0,26.716666666666665,Peak,2,none,30.0,-0.16417910447761191,0.08656716417910444,3,-16.4
Courtney Williams,2024-06-14,MIN,LAS,15,10,8,45.0,31.53333333333333,Peak,1,none,31.666666666666668,-0.29383724889342866,0.18488253319713988,3,-29.4
Emily Engstler,2024-06-14,WAS,CHI,2,1,3,8.0,7.466666666666667,Recovery,3,none,7.0,0.5381443298969072,-0.47216494845360824,26,53.8
Kia Nurse,2024-06-14,LAS,MIN,8,1,1,12.0,18.25,Recovery,1,none,7.333333333333333,0.4282001299545159,-0.10331384015594537,2,42.8
Rickea Jackson,2024-06-14,LAS,MIN,19,3,10,34.0,30.28333333333333,Stable,1,none,21.0,0.03890160183066368,0.5102974828375285,2,3.9
Jade Melbourne,2024-06-14,WAS,CHI,3,1,3,11.0,12.75,Peak,1,none,13.0,-0.23017902813299224,0.04092071611253188,26,-23.0
Chennedy Carter,2024-06-14,CHI,WAS,16,2,6,26.0,26.266666666666666,Trough,3,unknown,17.666666666666668,0.34420697412823387,0.09505061867266598,2,34.4
Aaliyah Edwards,2024-06-14,WAS,CHI,16,2,9,35.0,28.883333333333333,Peak,1,none,23.0,-0.3011647254575708,0.24459234608985028,3,-30.1
Napheesa Collier,2024-06-14,MIN,LAS,30,2,6,58.0,37.46666666666667,Ascending,1,none,44.0,-0.07163323782234948,0.33954154727793684,3,-7.2
Li Yueru,2024-06-14,LAS,MIN,2,1,3,6.0,14.916666666666666,Stable,1,none,16.0,-0.516209476309227,-0.05236907730673314,2,-51.6
Dorka Juhász,2024-06-14,MIN,LAS,2,2,2,8.0,15.816666666666666,Recovery,2,none,10.333333333333334,0.1082910321489001,-0.050761421319796926,20,10.8
DiDi Richards,2024-06-14,WAS,CHI,0,0,0,0.0,0.0,Trough,3,unknown,1.6666666666666667,0.6666666666666666,0.0,0,66.7
Layshia Clarendon,2024-06-14,LAS,MIN,2,2,1,7.0,12.383333333333333,Descending,2,unknown,9.333333333333334,0.11711711711711704,0.0,0,11.7
